ID_DOI,Latitude,Longitude,Multispecies study (y/n),yrstart,yrend,Significant trend (y/blank),r or r2 value reported (y/blank),Species,Time Series Type ,Position,Abundance Change,Hemisphere,Sampling,Functional group,Timespan,full.ref
1101,41.26,-71.25,y,1959,2005,y,,Paralichthys oblongus,Time series,0.861,Positive,N,Timeseries,Fish,47,"Collie, J.S, Wood A.D. and Jeffries H.P. 2008 Long-term shifts in the species composition of a coastal fish community. Canadian Journal of Fisheries and Aquatic Sciences. 65: 1352-1365"
1101,41.34,-71.25,y,1959,2005,y,,Paralichthys oblongus,Time series,0.86708,Positive,N,Timeseries,Fish,47,"Collie, J.S, Wood A.D. and Jeffries H.P. 2008 Long-term shifts in the species composition of a coastal fish community. Canadian Journal of Fisheries and Aquatic Sciences. 65: 1352-1365"
2111,33,-121,y,1951,2002,,,Parophrys vetulus,Time series,0.01484,Negative,N,Timeseries,Larvalbonyfish,52,"Hsieh, C. H., C. Reiss, W. Watson, M. J. Allen, J. R. Hunter, R. N. Lea, R. H. Rosenblatt, P. E. Smith and G. Sugihara 2005.A comparison of long-term trends and variability in populations of larvae of exploited and unexploited fishes in the southern Calif"
2130,-29.42,31.32,y,1989,2007,y,,Parupeneus cyclostomus,Time series,1,Positive,S,Timeseries,Fish,19,"Lloyd, P., S. Weeks, M. Magno-Canto, G. Plaganyi and E. Plaganyi. 2010 Ocean warming alters species abundance patterns and increases species richness in an African sub-tropical reef-fish community. Fisheries Oceanography 21: 78-94"
2045,54.42,-5.64,,1979,2004,y,,Patella vulgata,Irregular,0.37045,Positive,N,Irregular,Invertebrates,26,"Davies, A. J., M. P. Johnson, and C. A. Maggs. 2007. Limpet grazing and loss of Ascophyllum nodosum canopies on decadal time scales. Marine Ecology-Progress Series 339:131-141"
2018,54.19,7.9,y,1974,1994,,,Penilia avirostris,Time series,0.8758,Negative,N,Timeseries,Zooplankton,21,"Greve, W., F. Reiners and J. Nast. 1996. Biocoenotic changes of the zooplankton in the German Bight: the possible effects of eutrophication and climate. ICES Journal of Marine Science. 53: 951-956."
1101,41.26,-71.25,y,1959,2005,y,,Peprilus triacanthus,Time series,0.74301,Positive,N,Timeseries,Fish,47,"Collie, J.S, Wood A.D. and Jeffries H.P. 2008 Long-term shifts in the species composition of a coastal fish community. Canadian Journal of Fisheries and Aquatic Sciences. 65: 1352-1365"
1101,41.34,-71.25,y,1959,2005,y,,Peprilus triacanthus,Time series,0.74822,Positive,N,Timeseries,Fish,47,"Collie, J.S, Wood A.D. and Jeffries H.P. 2008 Long-term shifts in the species composition of a coastal fish community. Canadian Journal of Fisheries and Aquatic Sciences. 65: 1352-1365"
2051,36.62,-121.91,y,1931,1996,y,,Petrolisthes cinctipes,Irregular,0.05828,Negative,N,Irregular,Invertebrates,66,"Sagarin, R. D., J. P. Barry, S. E. Gilman, and C. H. Baxter. 1999. Climate-related change in an intertidal community over short and long time scales. Ecological Monographs 69:465-490"
2092,-47,55,y,1981,2007,,,Phoebetria palpebrata,Irregular,0.32711,Negative,S,Irregular,Seabirds,27,"Peron, C., M. Authier, C. Barbraud, K. Delord, D. Besson and H. Weimerskirch. 2010. Interdecadal changes in at-sea distribution and abundance of subantarctic seabirds along a latitudinal gradient in the Southern Indian Ocean. Global Change Biology 16: 189"
1010,46,-3,y,1987,2006,y,y,Phrynorhombus norvegicus,Time series,0,Negative,N,Timeseries,Fish,20,"Hermant, M., J. Lobry, S. Bonhommeau, J. Poulard and O. Le Pape. 2010. Impact of warming on abundance and occurrence of flatfish populations in the Bay of Biscay (France). Journal of Sea Research 64: 45-53"
101080,59.62,7.05,y,1955,2009,,,Phycodrys rubens,Irregular,0.68974,Positive,N,Irregular,Macroalgae,55,"Vivian Husa, Henning Steen & Kjersti Sjøtun (2014) Historical changes in macroalgal communities in Hardangerfjord (Norway), Marine Biology Research, 10:3, 226-240, DOI: 10.1080/17451000.2013.810751"
1010,46,-3,y,1987,2006,y,y,Platichthys flesus,Time series,0,Negative,N,Timeseries,Fish,20,"Hermant, M., J. Lobry, S. Bonhommeau, J. Poulard and O. Le Pape. 2010. Impact of warming on abundance and occurrence of flatfish populations in the Bay of Biscay (France). Journal of Sea Research 64: 45-53"
2116,-42,148.3,y,1880,2010,,,Platycephalus laevigatus ,Irregular,0.92152,Positive,S,Irregular,Fish,131,"Last, P.R., W.T. White, D.C. Gledhill, A.J. Hobday, R. Brown, G.J. Edgar and G. Pecl. 2010. Long-term shifts in abundance and distribution of a temperate fish fauna: a response to climate change and fishing practices. Global Ecology and Biogeography."
2130,-29.42,31.32,y,1989,2007,y,,Plectorhinchus flavomaculatus,Time series,0.79711,Positive,S,Timeseries,Fish,19,"Lloyd, P., S. Weeks, M. Magno-Canto, G. Plaganyi and E. Plaganyi. 2010 Ocean warming alters species abundance patterns and increases species richness in an African sub-tropical reef-fish community. Fisheries Oceanography 21: 78-94"
2116,-42,148.3,y,1880,2010,,,Plectropomus laevis,Irregular,1,Positive,S,Irregular,Fish,131,"Last, P.R., W.T. White, D.C. Gledhill, A.J. Hobday, R. Brown, G.J. Edgar and G. Pecl. 2010. Long-term shifts in abundance and distribution of a temperate fish fauna: a response to climate change and fishing practices. Global Ecology and Biogeography."
1010,46,-3,y,1987,2006,y,y,Pleuronectes platessa,Time series,0,Negative,N,Timeseries,Fish,20,"Hermant, M., J. Lobry, S. Bonhommeau, J. Poulard and O. Le Pape. 2010. Impact of warming on abundance and occurrence of flatfish populations in the Bay of Biscay (France). Journal of Sea Research 64: 45-53"
1092,47.3,-2.7,y,1981,2001,y,,Pleuronectes platessa,Time series,0,Negative,N,Timeseries,Fish,21,"Desaunay, Y, D. Guerault, O. Le Pape and J. Poulard. 2006. Changes in occurrence and abundance of northern/southern flatfishes over a 20-year period in a coastal nursery area (Bay of Vilaine) and on the eastern continental shelf of the Bay of Biscay. Scie"
2120,50,-9,y,1970,1998,,,Pleuronectes platessa,Time series,0,Negative,N,Timeseries,Fish,29,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349."
1098,50.15,-4.15,y,1913,2002,,y,Pleuronectes platessa,Irregular,0,Positive,N,Irregular,Fish,90,"Genner, M.J., D.W. Sims, V.J. Wearmouth, E.J. Southall, A.J. Southward, P.A. Henderson and S.J. Hawkins. 2004. Regional climatic warming drives long-term community change of British marine fish. Proceedings of the Royal Society of London Series B. 271: 65"
2120,50.4,0.5,y,1970,1998,,,Pleuronectes platessa,Time series,0,Negative,N,Timeseries,Fish,29,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349."
1098,51.2,-3.13,y,1981,2002,y,y,Pleuronectes platessa,Time series,0.05763,Positive,N,Timeseries,Fish,22,"Genner, M.J., D.W. Sims, V.J. Wearmouth, E.J. Southall, A.J. Southward, P.A. Henderson and S.J. Hawkins. 2004. Regional climatic warming drives long-term community change of British marine fish. Proceedings of the Royal Society of London Series B. 271: 65"
1033,51.42,3.58,y,1970,2006,y,,Pleuronectes platessa,Time series,0.08547,Negative,N,Timeseries,Fish,37,"Tulp, I., Bolle, L.J. and A.D. Rijnsdorp. 2008. Signals from the shallows: In search of common patterns in long-term trends in Dutch estuarine and coastal fish. Journal of Sea Research. 60: 54-73"
1033,52.9,4.6,y,1970,2006,,,Pleuronectes platessa,Time series,0.27275,Negative,N,Timeseries,Fish,37,"Tulp, I., Bolle, L.J. and A.D. Rijnsdorp. 2008. Signals from the shallows: In search of common patterns in long-term trends in Dutch estuarine and coastal fish. Journal of Sea Research. 60: 54-73"
1033,53.15,5.15,y,1970,2006,,,Pleuronectes platessa,Time series,0.30439,Positive,N,Timeseries,Fish,37,"Tulp, I., Bolle, L.J. and A.D. Rijnsdorp. 2008. Signals from the shallows: In search of common patterns in long-term trends in Dutch estuarine and coastal fish. Journal of Sea Research. 60: 54-73"
101016,53,8,y,1972,2014,y,y,Pleuronectes platessa,Time series,0.28541,Negative,N,Timeseries,Fish,43,"Meyer, Julia; Kroencke, Ingrid; Bartholomae, Alexander; et al., Long-term changes in species composition of demersal fish and epibenthic species in the Jade area (German Wadden Sea/Southern North Sea) since 1972, ESTUARINE COASTAL AND SHELF SCIENCE   Volume: 181   Pages: 284-293 DOI:10.1016/j.ecss.2016.08.047"
2120,56,-8,y,1970,1998,,,Pleuronectes platessa,Time series,0.66504,Negative,N,Timeseries,Fish,29,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349."
2120,56.7,11.5,y,1970,1998,,,Pleuronectes platessa,Time series,0.75362,Negative,N,Timeseries,Fish,29,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349."
2120,57,3,y,1970,1998,,,Pleuronectes platessa,Time series,0.79158,Positive,N,Timeseries,Fish,29,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349."
1079,65.6,-21.8,y,1985,2004,,,Pleuronectes platessa,Time series,1,Positive,N,Timeseries,Fish,20,"Bjornsson, H. and O.K. Palsson. 2004. Distribution patterns and dynamics of fish stocks under recent climate change in Icelandic waters. ICES CM2004/K:30"
2111,33,-121,y,1951,2002,,,Pleuronichthys verticalis,Time series,0.66595,Positive,N,Timeseries,Larvalbonyfish,52,"Hsieh, C. H., C. Reiss, W. Watson, M. J. Allen, J. R. Hunter, R. N. Lea, R. H. Rosenblatt, P. E. Smith and G. Sugihara 2005.A comparison of long-term trends and variability in populations of larvae of exploited and unexploited fishes in the southern Calif"
2019,45,-3,y,1973,1995,y,y,Pollachius pollachius,Time series,0,Negative,N,Timeseries,Fish,23,"Hemery, G., F. D'Amico, I. Castege, B. Dupont, J. D'Elbee, Y. Lalanne and C. Mouches.  2008.  Detecting the impact of oceano-climatic changes on marine ecosystems using a multivariate index: The case of the Bay of Biscay (North Atlantic-European Ocean).  "
1098,50.15,-4.15,y,1913,2002,,y,Pollachius pollachius,Irregular,0.02287,Negative,N,Irregular,Fish,90,"Genner, M.J., D.W. Sims, V.J. Wearmouth, E.J. Southall, A.J. Southward, P.A. Henderson and S.J. Hawkins. 2004. Regional climatic warming drives long-term community change of British marine fish. Proceedings of the Royal Society of London Series B. 271: 65"
1098,51.2,-3.13,y,1981,2002,,y,Pollachius pollachius,Time series,0.12081,Positive,N,Timeseries,Fish,22,"Genner, M.J., D.W. Sims, V.J. Wearmouth, E.J. Southall, A.J. Southward, P.A. Henderson and S.J. Hawkins. 2004. Regional climatic warming drives long-term community change of British marine fish. Proceedings of the Royal Society of London Series B. 271: 65"
2120,57,3,y,1970,1998,,,Pollachius virens,Time series,0.81319,Negative,N,Timeseries,Fish,29,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349."
2120,61,-8,y,1970,1998,,,Pollachius virens,Time series,1,Positive,N,Timeseries,Fish,29,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349."
2120,63,-15,y,1970,1998,,,Pollachius virens,Time series,1,Negative,N,Timeseries,Fish,29,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349."
1079,64.6,-22,y,1985,2004,,,Pollachius virens,Time series,1,Positive,N,Timeseries,Fish,20,"Bjornsson, H. and O.K. Palsson. 2004. Distribution patterns and dynamics of fish stocks under recent climate change in Icelandic waters. ICES CM2004/K:30"
2120,67,11,y,1970,1998,,,Pollachius virens,Time series,1,Positive,N,Timeseries,Fish,29,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349."
2046,51.21,-3.12,y,1981,2008,,,Polybius henslowii,Time series,0.84742,positive,N,Timeseries,Invertebrates,28,"Henderson, P. and D. Bird. 2010. Fish and macro-crustacean communities and their dynamics in the Severn Estuary. Marine Pollution Bulletin 61: 100-114."
101098,51.03,2.08,n,1978,2009,y,,Polybius henslowii,Time series,0.83927,Positive,N,Timeseries,Invertebrates,32,"C. Luczak, G. Beaugrand, J. A. Lindley, J-M. Dewarumez, P. J. Dubois, R. R. Kirby. North Sea ecosystem change from swimming crabs to seagulls"
101080,59.62,7.05,y,1955,2009,,,Polysiphonia elongata,Irregular,0.88475,Positive,N,Irregular,Macroalgae,55,"Vivian Husa, Henning Steen & Kjersti Sjøtun (2014) Historical changes in macroalgal communities in Hardangerfjord (Norway), Marine Biology Research, 10:3, 226-240, DOI: 10.1080/17451000.2013.810751"
1101,41.26,-71.25,y,1959,2005,y,,Pomatomus saltatrix N,Time series,0.92343,Positive,N,Timeseries,Fish,47,"Collie, J.S, Wood A.D. and Jeffries H.P. 2008 Long-term shifts in the species composition of a coastal fish community. Canadian Journal of Fisheries and Aquatic Sciences. 65: 1352-1365"
1101,41.34,-71.25,y,1959,2005,y,,Pomatomus saltatrix N,Time series,0.92527,Positive,N,Timeseries,Fish,47,"Collie, J.S, Wood A.D. and Jeffries H.P. 2008 Long-term shifts in the species composition of a coastal fish community. Canadian Journal of Fisheries and Aquatic Sciences. 65: 1352-1365"
2116,-42,148.3,y,1880,2010,,,Pomatomus saltatrix S,Irregular,1,Positive,S,Irregular,Fish,131,"Last, P.R., W.T. White, D.C. Gledhill, A.J. Hobday, R. Brown, G.J. Edgar and G. Pecl. 2010. Long-term shifts in abundance and distribution of a temperate fish fauna: a response to climate change and fishing practices. Global Ecology and Biogeography."
1101,41.26,-71.25,y,1959,2005,y,,Prionotus carolinus,Time series,0.84604,Negative,N,Timeseries,Fish,47,"Collie, J.S, Wood A.D. and Jeffries H.P. 2008 Long-term shifts in the species composition of a coastal fish community. Canadian Journal of Fisheries and Aquatic Sciences. 65: 1352-1365"
1101,41.34,-71.25,y,1959,2005,y,,Prionotus carolinus,Time series,0.85199,Negative,N,Timeseries,Fish,47,"Collie, J.S, Wood A.D. and Jeffries H.P. 2008 Long-term shifts in the species composition of a coastal fish community. Canadian Journal of Fisheries and Aquatic Sciences. 65: 1352-1365"
1101,41.26,-71.25,y,1959,2005,y,,Prionotus evolans,Time series,0.90989,Positive,N,Timeseries,Fish,47,"Collie, J.S, Wood A.D. and Jeffries H.P. 2008 Long-term shifts in the species composition of a coastal fish community. Canadian Journal of Fisheries and Aquatic Sciences. 65: 1352-1365"
1101,41.34,-71.25,y,1959,2005,y,,Prionotus evolans,Time series,0.91636,Positive,N,Timeseries,Fish,47,"Collie, J.S, Wood A.D. and Jeffries H.P. 2008 Long-term shifts in the species composition of a coastal fish community. Canadian Journal of Fisheries and Aquatic Sciences. 65: 1352-1365"
101080,59.62,7.05,y,1955,2009,,,Protohalopteris radicans,Irregular,0.59021,Negative,N,Irregular,Macroalgae,55,"Vivian Husa, Henning Steen & Kjersti Sjøtun (2014) Historical changes in macroalgal communities in Hardangerfjord (Norway), Marine Biology Research, 10:3, 226-240, DOI: 10.1080/17451000.2013.810751"
2128,33,-121,y,1951,1998,,,Protomyctophum crockeri,Time series,0.31873,Positive,N,Timeseries,Larvalbonyfish,48,"Hsieh, C., H.J. Kim, W. Watson, E. Di Lorenzo and G. Sugihara. 2009. Climate-driven changes in abundance and distribution of larvae of oceanic fishes in the southern Californian region. Global Change Biology 15: 2137-2152"
2111,33,-121,y,1951,2002,,,Protomyctophum crockeri,Time series,0.31873,Positive,N,Timeseries,Larvalbonyfish,52,"Hsieh, C. H., C. Reiss, W. Watson, M. J. Allen, J. R. Hunter, R. N. Lea, R. H. Rosenblatt, P. E. Smith and G. Sugihara 2005.A comparison of long-term trends and variability in populations of larvae of exploited and unexploited fishes in the southern Calif"
2018,54.19,7.9,y,1974,1994,,,Pseudomystides limbata,Time series,0.67995,Negative,N,Timeseries,Zooplankton,21,"Greve, W., F. Reiners and J. Nast. 1996. Biocoenotic changes of the zooplankton in the German Bight: the possible effects of eutrophication and climate. ICES Journal of Marine Science. 53: 951-956."
1101,41.26,-71.25,y,1959,2005,y,,Pseudopleuronectes americanus,Time series,0.24522,Negative,N,Timeseries,Fish,47,"Collie, J.S, Wood A.D. and Jeffries H.P. 2008 Long-term shifts in the species composition of a coastal fish community. Canadian Journal of Fisheries and Aquatic Sciences. 65: 1352-1365"
1101,41.34,-71.25,y,1959,2005,y,,Pseudopleuronectes americanus,Time series,0.25422,Negative,N,Timeseries,Fish,47,"Collie, J.S, Wood A.D. and Jeffries H.P. 2008 Long-term shifts in the species composition of a coastal fish community. Canadian Journal of Fisheries and Aquatic Sciences. 65: 1352-1365"
2092,-35,55,y,1981,2007,,,Pterodroma mollis,Irregular,0.14836,Negative,S,Irregular,Seabirds,27,"Peron, C., M. Authier, C. Barbraud, K. Delord, D. Besson and H. Weimerskirch. 2010. Interdecadal changes in at-sea distribution and abundance of subantarctic seabirds along a latitudinal gradient in the Southern Indian Ocean. Global Change Biology 16: 189"
101080,59.62,7.05,y,1955,2009,,,Pterothamnion plumula ,Irregular,0.89589,Positive,N,Irregular,Macroalgae,55,"Vivian Husa, Henning Steen & Kjersti Sjøtun (2014) Historical changes in macroalgal communities in Hardangerfjord (Norway), Marine Biology Research, 10:3, 226-240, DOI: 10.1080/17451000.2013.810751"
2065,-77.55,166.15,n,1959,1997,,,Pygoscelis adeliae,Time series,1,Positive,S,Timeseries,Seabirds,39,"Croxall, J.P., P.N. Trathan, and E.J. Murphy. 2002. Environmental change and Antarctic seabird populations.  Science 297: 1510-1514."
2030,-69,39.58,y,1961,1999,,,Pygoscelis adeliae,Time series,0.55762,Positive,S,Timeseries,Seabirds,39,"Weimerskirch, H., P. Inchausti, C. Guinet and C. Barbraud. 2003. Trends in bird and seal populations as indicators of a system shift in the Southern Ocean. Antarctic Science 15:249-256."
2072,-66.67,140.02,n,1984,2003,,,Pygoscelis adeliae,Time series,0.3942,Positive,S,Timeseries,Seabirds,20,"Jenouvrier, S., C. Barbraud and H. Weimerskirch. 2006. Sea ice affects the population dynamics of Adelie penguins in Terre Adelie. Polar Biology 29:413-423."
2065,-64,-63,n,1976,1996,,,Pygoscelis adeliae,Time series,0.20692,Negative,S,Timeseries,Seabirds,21,"Croxall, J.P., P.N. Trathan, and E.J. Murphy. 2002. Environmental change and Antarctic seabird populations.  Science 297: 1510-1514."
2065,-62.03,-58.35,n,1978,1999,,,Pygoscelis adeliae,Time series,0.06874,Negative,S,Timeseries,Seabirds,22,"Croxall, J.P., P.N. Trathan, and E.J. Murphy. 2002. Environmental change and Antarctic seabird populations.  Science 297: 1510-1514."
2065,-60.71,-45.6,n,1978,1999,,,Pygoscelis adeliae,Time series,0,Negative,S,Timeseries,Seabirds,22,"Croxall, J.P., P.N. Trathan, and E.J. Murphy. 2002. Environmental change and Antarctic seabird populations.  Science 297: 1510-1514."
2039,-60.72,-45.6,y,1979,1986,y,,Pygoscelis adeliae,Time series,0,Positive,S,Timeseries,Seabirds,8,"Forcada, J., P.N. Trathan, K. Reid, E.J. Murphy and J.P. Croxall. 2006. Contrasting population changes in sympatric penguin species in association with climate warming. Global Change Biology 12:411-423"
2039,-60.72,-45.6,y,1987,2004,y,,Pygoscelis adeliae,,0,Negative,S,Timeseries,Seabirds,18,"Forcada, J., P.N. Trathan, K. Reid, E.J. Murphy and J.P. Croxall. 2006. Contrasting population changes in sympatric penguin species in association with climate warming. Global Change Biology 12:411-423"
2039,-60.72,-45.6,y,1978,2004,y,y,Pygoscelis antarcticus,Time series,0.5259,Negative,S,Timeseries,Seabirds,27,"Forcada, J., P.N. Trathan, K. Reid, E.J. Murphy and J.P. Croxall. 2006. Contrasting population changes in sympatric penguin species in association with climate warming. Global Change Biology 12:411-423"
2039,-60.72,-45.6,y,1978,2004,y,,Pygoscelis papua,Time series,0.76112,Positive,S,Timeseries,Seabirds,27,"Forcada, J., P.N. Trathan, K. Reid, E.J. Murphy and J.P. Croxall. 2006. Contrasting population changes in sympatric penguin species in association with climate warming. Global Change Biology 12:411-423"
2091,56,-169,y,1960,2000,,,Reinhardtius hippoglossoides,Irregular,0.49059,Negative,N,Irregular,Fish,41,"Sinclair, E.H., L.S. Vlietstra, D.S. Johnson, T.K. Zeppelin, G.V. Byrd, A.M. Springer, R.R. Ream and G.L. Hunt Jr. 2008. Patterns in prey use among fur seals and seabirds in the Pribilof Islands. Deep-Sea Research II 55: 1897-1918"
2144,64,-168,y,1960,2000,,,Reinhardtius hippoglossoides,Time series,0.79179,Negative,N,Timeseries,Fish,41,"Overland J.E., P.J. Stabeno. 2004. Is the climate of the Bering Sea warming and affecting the ecosystem? EOS 85: 309_316."
101080,59.62,7.05,y,1955,2009,,,Rhodomela confervoides,Irregular,0.80088,Positive,N,Irregular,Macroalgae,55,"Vivian Husa, Henning Steen & Kjersti Sjøtun (2014) Historical changes in macroalgal communities in Hardangerfjord (Norway), Marine Biology Research, 10:3, 226-240, DOI: 10.1080/17451000.2013.810751"
2015,53.5,-5.5,n,1986,2004,,,Rissa tridactyla,Time series,0.42486,Negative,N,Timeseries,Seabirds,19,"Frederiksen, M., M. Edwards, R.A. Mavor and S. Wanless. 2007. Regional and annual variation in black-legged kittiwake breeding productivity is related to sea surface temperature.  Marine Ecology Progress Series 350:137-143."
2015,53.5,0.5,n,1986,2004,,,Rissa tridactyla,Time series,0.42486,Positive,N,Timeseries,Seabirds,19,"Frederiksen, M., M. Edwards, R.A. Mavor and S. Wanless. 2007. Regional and annual variation in black-legged kittiwake breeding productivity is related to sea surface temperature.  Marine Ecology Progress Series 350:137-143."
2015,56.5,-1,n,1986,2004,,,Rissa tridactyla,Time series,0.49466,Negative,N,Timeseries,Seabirds,19,"Frederiksen, M., M. Edwards, R.A. Mavor and S. Wanless. 2007. Regional and annual variation in black-legged kittiwake breeding productivity is related to sea surface temperature.  Marine Ecology Progress Series 350:137-143."
2015,57.5,-7.5,n,1986,2004,,,Rissa tridactyla,Time series,0.51792,Negative,N,Timeseries,Seabirds,19,"Frederiksen, M., M. Edwards, R.A. Mavor and S. Wanless. 2007. Regional and annual variation in black-legged kittiwake breeding productivity is related to sea surface temperature.  Marine Ecology Progress Series 350:137-143."
2015,59,-3,n,1986,2004,,,Rissa tridactyla,Time series,0.55282,Negative,N,Timeseries,Seabirds,19,"Frederiksen, M., M. Edwards, R.A. Mavor and S. Wanless. 2007. Regional and annual variation in black-legged kittiwake breeding productivity is related to sea surface temperature.  Marine Ecology Progress Series 350:137-143."
2015,60.5,-0.5,n,1986,2004,,,Rissa tridactyla,Time series,0.58772,Negative,N,Timeseries,Seabirds,19,"Frederiksen, M., M. Edwards, R.A. Mavor and S. Wanless. 2007. Regional and annual variation in black-legged kittiwake breeding productivity is related to sea surface temperature.  Marine Ecology Progress Series 350:137-143."
101080,59.62,7.05,y,1955,2009,,,Saccharina latissima,Irregular,0.80576,Positive,N,Irregular,Macroalgae,55,"Vivian Husa, Henning Steen & Kjersti Sjøtun (2014) Historical changes in macroalgal communities in Hardangerfjord (Norway), Marine Biology Research, 10:3, 226-240, DOI: 10.1080/17451000.2013.810751"
1096,45,-60,n,1910,1997,,,Salmo salar,Time series,0,Negative,N,Timeseries,Fish,88,"Friedland, K.D., D.G. Reddin, J.R. McMenemy and K.F. Drinkwater. 2003. Multidecadal trends in North American Atlantic salmon (Salmo salar) stocks and climate trends relevant to juvenile survival. Canadian Journal of Fisheries and Aquatic Sciences 60: 563-"
2112,48,-18,y,1960,2000,,,Salmo salar,Time series,0.00857,Negative,N,Timeseries,Fish,41,"Beaugrand, G. and P.C. Reid. 2003. Long-term changes in phytoplankton, zooplankton and salmon related to climate. Global Change Biology 9:801-817"
2021,-61.13,-55.12,y,1976,1996,,,Salpa thompsoni,Time series,0.71839,Positive,S,Timeseries,Zooplankton,21,"Loeb, V., V. Siegel, O. Holm-Hansen, R. Hewitt, W. Fraser, W. Trivelpiece and S. Trivelpiece. 1997. Effects of sea-ice extent and krill or salp dominance on the Antarctic food web. Nature, 387: 897-900."
2042,-60,-40,y,1926,2003,y,,Salpa thompsoni,Time series,0.66738,Positive,S,Timeseries,Zooplankton,78,"Atkinson, A., V. Siegel, E. Pakhomov and P. Rothery. 2004. Long-term decline in krill stock and increase in salps within the Southern Ocean. Nature 432: 100-103"
1106,42.24,-8.74,n,1906,2000,,,Sardina pilchardus,Time series,0.46206,Negative,N,Timeseries,Fish,95,"Guisande, C. A.R. Vergara, I. Riveiro and J.M. Cabanas. 2004. Climate change and abundance of the Atlantic-Iberian sardine (Sardina pilchardus). Fisheries Oceanography 13: 91-101"
2147,50.2,-4.2,n,1924,2000,,,Sardina pilchardus,Time series,0.86011,Positive,N,Timeseries,Larvalbonyfish,77,"Hawkins, S.J., A.J. Southward and M.J. Genner. 2003. Detection of environmental change in a marine ecosystem-evidence from the western English Channel. The Science of the Total Environment 310:245-256"
1073,56,3,y,1925,2004,,,Sardina pilchardus,Time series,1,Positive,N,Timeseries,Fish,80,"Beare, D.J., F. Burns, A. Greig, E.G. Jones, K. Peach, M. Kienzle, E. Mackenzie and D.G. Reid. 2004. Long-term increases in prevalence of North Sea fishes having southern biogeographic affinities. Marine Ecology Progress Series 284: 269-278"
1072,58,0,n,1925,2003,,,Sardina pilchardus,Time series,1,Positive,N,Timeseries,Fish,79,"Beare, D.J., F. Burns, E. Jones, K. Peach, E. Portilla, T. Greig, E. McKenzie and D. Reid. 2004. An increase in the abundance of anchovies and sardines in the north-western North Sea since 1995. Global Change Biology 10:1209-1213"
1009,40,1,n,1950,2003,,,Sardinella aurita,Irregular,1,Positive,N,Irregular,Fish,54,"Sabates, A., P. Martin, J. Lloret and V. Raya. 2006. Sea warming and fish distribution: the case of the small pelagic fish, Sardinella aurita, in the western Mediterranean. Global Change Biology. 12: 2209-2219"
1073,56,3,y,1925,2004,,,Scomber scombrus,Time series,0.85875,Positive,N,Timeseries,Fish,80,"Beare, D.J., F. Burns, A. Greig, E.G. Jones, K. Peach, M. Kienzle, E. Mackenzie and D.G. Reid. 2004. Long-term increases in prevalence of North Sea fishes having southern biogeographic affinities. Marine Ecology Progress Series 284: 269-278"
1101,41.26,-71.25,y,1959,2005,y,,Scophthalmus aquosus,Time series,0.4634,Negative,N,Timeseries,Fish,47,"Collie, J.S, Wood A.D. and Jeffries H.P. 2008 Long-term shifts in the species composition of a coastal fish community. Canadian Journal of Fisheries and Aquatic Sciences. 65: 1352-1365"
1101,41.34,-71.25,y,1959,2005,y,,Scophthalmus aquosus,Time series,0.47075,Negative,N,Timeseries,Fish,47,"Collie, J.S, Wood A.D. and Jeffries H.P. 2008 Long-term shifts in the species composition of a coastal fish community. Canadian Journal of Fisheries and Aquatic Sciences. 65: 1352-1365"
1033,51.42,3.58,y,1970,2006,y,,Scophthalmus maximus,Time series,0.59943,Positive,N,Timeseries,Fish,37,"Tulp, I., Bolle, L.J. and A.D. Rijnsdorp. 2008. Signals from the shallows: In search of common patterns in long-term trends in Dutch estuarine and coastal fish. Journal of Sea Research. 60: 54-73"
1033,52.9,4.6,y,1970,2006,,,Scophthalmus maximus,Time series,0.66628,Positive,N,Timeseries,Fish,37,"Tulp, I., Bolle, L.J. and A.D. Rijnsdorp. 2008. Signals from the shallows: In search of common patterns in long-term trends in Dutch estuarine and coastal fish. Journal of Sea Research. 60: 54-73"
1033,53.15,5.15,y,1970,2006,,,Scophthalmus maximus,Time series,0.67758,Positive,N,Timeseries,Fish,37,"Tulp, I., Bolle, L.J. and A.D. Rijnsdorp. 2008. Signals from the shallows: In search of common patterns in long-term trends in Dutch estuarine and coastal fish. Journal of Sea Research. 60: 54-73"
